Num,Date,Time,Temp,Lux
516,6/21/2013,01:30:00 fm,8.779,10.8
517,6/21/2013,02:00:00 fm,8.581,21.5
518,6/21/2013,02:30:00 fm,8.382,53.8
519,6/21/2013,03:00:00 fm,8.182,172.2
520,6/21/2013,03:30:00 fm,8.082,226
521,6/21/2013,04:00:00 fm,7.983,236.8
522,6/21/2013,04:30:00 fm,7.782,828.8
523,6/21/2013,05:00:00 fm,7.782,1001.00
524,6/21/2013,05:30:00 fm,7.782,1237.90
525,6/21/2013,06:00:00 fm,7.782,1463.90
526,6/21/2013,06:30:00 fm,7.882,2755.60
527,6/21/2013,07:00:00 fm,8.082,3100.00
528,6/21/2013,07:30:00 fm,8.282,4305.60
529,6/21/2013,08:00:00 fm,8.481,4477.80
530,6/21/2013,08:30:00 fm,8.68,5338.90
531,6/21/2013,09:00:00 fm,8.779,5338.90
532,6/21/2013,09:30:00 fm,8.879,3272.20
533,6/21/2013,10:00:00 fm,8.978,4305.60
534,6/21/2013,10:30:00 fm,8.978,3616.70
535,6/21/2013,11:00:00 fm,9.176,3616.70
536,6/21/2013,11:30:00 fm,9.373,9644.50
537,6/21/2013,12:00:00 em,9.669,6200.00
538,6/21/2013,12:30:00 em,10.259,8611.20
539,6/21/2013,01:00:00 em,10.357,8611.20
540,6/21/2013,01:30:00 em,10.651,6544.50
541,6/21/2013,02:00:00 em,10.553,2411.10
542,6/21/2013,02:30:00 em,10.651,5166.70
543,6/21/2013,03:00:00 em,10.944,5338.90
544,6/21/2013,03:30:00 em,11.139,4477.80
545,6/21/2013,04:00:00 em,11.139,5166.70
546,6/21/2013,04:30:00 em,11.139,2497.20
547,6/21/2013,05:00:00 em,11.334,5338.90
548,6/21/2013,05:30:00 em,11.334,4650.00
549,6/21/2013,06:00:00 em,11.334,4994.50
550,6/21/2013,06:30:00 em,11.334,4650.00
551,6/21/2013,07:00:00 em,11.334,3100.00
552,6/21/2013,07:30:00 em,11.139,1550.00
553,6/21/2013,08:00:00 em,11.139,1636.10
554,6/21/2013,08:30:00 em,11.041,1636.10
555,6/21/2013,09:00:00 em,10.944,936.5
556,6/21/2013,09:30:00 em,10.748,828.8
557,6/21/2013,10:00:00 em,10.651,473.6
558,6/21/2013,10:30:00 em,10.455,150.7
559,6/21/2013,11:00:00 em,10.259,43.1
560,6/21/2013,11:30:00 em,10.161,10.8
561,6/22/2013,12:00:00 fm,10.063,0
562,6/22/2013,12:30:00 fm,9.965,0
563,6/22/2013,01:00:00 fm,9.866,0
564,6/22/2013,01:30:00 fm,9.866,0
565,6/22/2013,02:00:00 fm,9.768,0
566,6/22/2013,02:30:00 fm,9.669,10.8
567,6/22/2013,03:00:00 fm,9.669,10.8
568,6/22/2013,03:30:00 fm,9.571,53.8
569,6/22/2013,04:00:00 fm,9.571,43.1
570,6/22/2013,04:30:00 fm,9.472,226
571,6/22/2013,05:00:00 fm,9.472,376.7
572,6/22/2013,05:30:00 fm,9.472,581.3
573,6/22/2013,06:00:00 fm,9.472,893.4
574,6/22/2013,06:30:00 fm,9.472,462.9
575,6/22/2013,07:00:00 fm,9.472,495.1
576,6/22/2013,07:30:00 fm,9.472,419.8
577,6/22/2013,08:00:00 fm,9.472,839.6
578,6/22/2013,08:30:00 fm,9.571,893.4
579,6/22/2013,09:00:00 fm,9.571,2066.70
580,6/22/2013,09:30:00 fm,9.669,1550.00
581,6/22/2013,10:00:00 fm,9.768,1130.20
582,6/22/2013,10:30:00 fm,9.866,1722.20
583,6/22/2013,11:00:00 fm,9.965,1162.50
584,6/22/2013,11:30:00 fm,9.965,1550.00
585,6/22/2013,12:00:00 em,10.161,2238.90
586,6/22/2013,12:30:00 em,10.259,1808.30
587,6/22/2013,01:00:00 em,10.357,2066.70
588,6/22/2013,01:30:00 em,10.455,3788.90
589,6/22/2013,02:00:00 em,10.455,1377.80
590,6/22/2013,02:30:00 em,10.553,4994.50
591,6/22/2013,03:00:00 em,10.651,2238.90
592,6/22/2013,03:30:00 em,10.651,2238.90
593,6/22/2013,04:00:00 em,10.651,2152.80
594,6/22/2013,04:30:00 em,10.748,914.9
595,6/22/2013,05:00:00 em,10.748,1550.00
596,6/22/2013,05:30:00 em,10.748,1550.00
597,6/22/2013,06:00:00 em,10.846,2238.90
598,6/22/2013,06:30:00 em,10.846,1980.60
599,6/22/2013,07:00:00 em,10.846,2583.40
600,6/22/2013,07:30:00 em,10.944,1636.10
601,6/22/2013,08:00:00 em,10.944,3100.00
602,6/22/2013,08:30:00 em,10.944,1636.10
603,6/22/2013,09:00:00 em,10.846,430.6
604,6/22/2013,09:30:00 em,10.748,505.9
605,6/22/2013,10:00:00 em,10.748,129.2
606,6/22/2013,10:30:00 em,10.748,96.9
607,6/22/2013,11:00:00 em,10.651,43.1
608,6/22/2013,11:30:00 em,10.553,10.8
609,6/23/2013,12:00:00 fm,10.553,0
610,6/23/2013,12:30:00 fm,10.553,0
611,6/23/2013,01:00:00 fm,10.455,0
612,6/23/2013,01:30:00 fm,10.455,0
613,6/23/2013,02:00:00 fm,10.455,0
614,6/23/2013,02:30:00 fm,10.357,0
615,6/23/2013,03:00:00 fm,10.357,10.8
616,6/23/2013,03:30:00 fm,10.357,43.1
617,6/23/2013,04:00:00 fm,10.259,172.2
618,6/23/2013,04:30:00 fm,10.259,376.7
619,6/23/2013,05:00:00 fm,10.259,635.1
620,6/23/2013,05:30:00 fm,10.259,1194.80
621,6/23/2013,06:00:00 fm,10.357,2066.70
622,6/23/2013,06:30:00 fm,10.357,1550.00
623,6/23/2013,07:00:00 fm,10.357,2583.40
624,6/23/2013,07:30:00 fm,10.455,2066.70
625,6/23/2013,08:00:00 fm,10.455,1722.20
626,6/23/2013,08:30:00 fm,10.455,2927.80
627,6/23/2013,09:00:00 fm,10.553,4133.40
628,6/23/2013,09:30:00 fm,10.846,6200.00
629,6/23/2013,10:00:00 fm,10.846,4477.80
630,6/23/2013,10:30:00 fm,11.139,6200.00
631,6/23/2013,11:00:00 fm,11.722,7233.40
632,6/23/2013,11:30:00 fm,12.013,7233.40
633,6/23/2013,12:00:00 em,12.304,11022.30
634,6/23/2013,12:30:00 em,12.401,10677.80
635,6/23/2013,01:00:00 em,12.787,9644.50
636,6/23/2013,01:30:00 em,12.787,4822.30
637,6/23/2013,02:00:00 em,12.883,4305.60
638,6/23/2013,02:30:00 em,13.173,7577.80
639,6/23/2013,03:00:00 em,13.173,6200.00
640,6/23/2013,03:30:00 em,13.269,7577.80
641,6/23/2013,04:00:00 em,13.269,8611.20
642,6/23/2013,04:30:00 em,13.365,4994.50
643,6/23/2013,05:00:00 em,13.365,5166.70
644,6/23/2013,05:30:00 em,13.365,4305.60
645,6/23/2013,06:00:00 em,13.269,1227.10
646,6/23/2013,06:30:00 em,13.269,3444.50
647,6/23/2013,07:00:00 em,13.461,5166.70
648,6/23/2013,07:30:00 em,13.269,3444.50
649,6/23/2013,08:00:00 em,13.269,1636.10
650,6/23/2013,08:30:00 em,13.173,2238.90
651,6/23/2013,09:00:00 em,13.076,1894.50
652,6/23/2013,09:30:00 em,12.883,979.5
653,6/23/2013,10:00:00 em,12.69,656.6
654,6/23/2013,10:30:00 em,12.594,279.9
655,6/23/2013,11:00:00 em,12.401,96.9
656,6/23/2013,11:30:00 em,12.304,64.6
657,6/24/2013,12:00:00 fm,12.207,10.8
658,6/24/2013,12:30:00 fm,12.11,0
659,6/24/2013,01:00:00 fm,12.013,0
660,6/24/2013,01:30:00 fm,11.916,21.5
661,6/24/2013,02:00:00 fm,11.722,32.3
662,6/24/2013,02:30:00 fm,11.722,43.1
663,6/24/2013,03:00:00 fm,11.625,150.7
664,6/24/2013,03:30:00 fm,11.528,398.3
665,6/24/2013,04:00:00 fm,11.431,559.7
666,6/24/2013,04:30:00 fm,11.431,818.1
667,6/24/2013,05:00:00 fm,11.334,1011.80
668,6/24/2013,05:30:00 fm,11.334,1636.10
669,6/24/2013,06:00:00 fm,11.334,1722.20
670,6/24/2013,06:30:00 fm,11.334,1463.90
671,6/24/2013,07:00:00 fm,11.334,4305.60
672,6/24/2013,07:30:00 fm,11.625,4305.60
673,6/24/2013,08:00:00 fm,11.528,2325.00
674,6/24/2013,08:30:00 fm,11.528,2583.40
675,6/24/2013,09:00:00 fm,11.722,5511.10
676,6/24/2013,09:30:00 fm,11.819,4994.50
677,6/24/2013,10:00:00 fm,11.819,2755.60
678,6/24/2013,10:30:00 fm,11.819,5166.70
679,6/24/2013,11:00:00 fm,12.11,9300.10
680,6/24/2013,11:30:00 fm,12.207,5166.70
681,6/24/2013,12:00:00 em,12.401,6200.00
682,6/24/2013,12:30:00 em,12.594,9644.50
683,6/24/2013,01:00:00 em,12.883,5511.10
684,6/24/2013,01:30:00 em,13.076,14466.80
685,6/24/2013,02:00:00 em,13.173,6200.00
686,6/24/2013,02:30:00 em,13.269,10333.40
687,6/24/2013,03:00:00 em,13.461,11022.30
688,6/24/2013,03:30:00 em,13.461,2583.40
689,6/24/2013,04:00:00 em,13.269,3961.10
690,6/24/2013,04:30:00 em,13.269,4994.50
691,6/24/2013,05:00:00 em,13.365,5338.90
692,6/24/2013,05:30:00 em,13.365,3272.20
693,6/24/2013,06:00:00 em,13.269,1151.70
694,6/24/2013,06:30:00 em,13.269,7233.40
695,6/24/2013,07:00:00 em,13.365,3961.10
696,6/24/2013,07:30:00 em,13.269,1162.50
697,6/24/2013,08:00:00 em,13.076,1237.90
698,6/24/2013,08:30:00 em,12.98,1463.90
699,6/24/2013,09:00:00 em,12.883,914.9
700,6/24/2013,09:30:00 em,12.787,882.6
701,6/24/2013,10:00:00 em,12.69,538.2
702,6/24/2013,10:30:00 em,12.594,204.5
703,6/24/2013,11:00:00 em,12.401,53.8
704,6/24/2013,11:30:00 em,12.304,21.5
705,6/25/2013,12:00:00 fm,12.11,10.8
706,6/25/2013,12:30:00 fm,12.013,0
707,6/25/2013,01:00:00 fm,11.819,0
708,6/25/2013,01:30:00 fm,11.722,0
709,6/25/2013,02:00:00 fm,11.625,21.5
710,6/25/2013,02:30:00 fm,11.528,64.6
711,6/25/2013,03:00:00 fm,11.334,139.9
712,6/25/2013,03:30:00 fm,11.236,366
713,6/25/2013,04:00:00 fm,11.041,559.7
714,6/25/2013,04:30:00 fm,11.041,861.1
715,6/25/2013,05:00:00 fm,10.944,1033.30
716,6/25/2013,05:30:00 fm,10.944,1280.90
717,6/25/2013,06:00:00 fm,10.944,1550.00
718,6/25/2013,06:30:00 fm,10.944,1894.50
719,6/25/2013,07:00:00 fm,11.041,2238.90
720,6/25/2013,07:30:00 fm,11.139,2755.60
721,6/25/2013,08:00:00 fm,11.236,3272.20
722,6/25/2013,08:30:00 fm,11.431,5511.10
723,6/25/2013,09:00:00 fm,11.528,5166.70
724,6/25/2013,09:30:00 fm,11.722,8266.70
725,6/25/2013,10:00:00 fm,11.916,5338.90
726,6/25/2013,10:30:00 fm,12.11,2669.50
727,6/25/2013,11:00:00 fm,13.461,66133.80
728,6/25/2013,11:30:00 fm,13.173,6544.50
729,6/25/2013,12:00:00 em,12.787,5511.10
730,6/25/2013,12:30:00 em,13.076,8611.20
731,6/25/2013,01:00:00 em,13.558,4305.60
732,6/25/2013,01:30:00 em,13.365,8266.70
733,6/25/2013,02:00:00 em,13.558,3961.10
734,6/25/2013,02:30:00 em,13.558,3788.90
735,6/25/2013,03:00:00 em,13.461,3961.10
736,6/25/2013,03:30:00 em,13.461,2927.80
737,6/25/2013,04:00:00 em,13.558,7233.40
738,6/25/2013,04:30:00 em,13.558,5511.10
739,6/25/2013,05:00:00 em,13.654,4994.50
740,6/25/2013,05:30:00 em,13.558,1302.40
741,6/25/2013,06:00:00 em,13.461,3616.70
742,6/25/2013,06:30:00 em,13.558,7577.80
743,6/25/2013,07:00:00 em,13.654,7233.40
744,6/25/2013,07:30:00 em,13.461,2927.80
745,6/25/2013,08:00:00 em,13.269,2066.70
746,6/25/2013,08:30:00 em,13.173,1550.00
747,6/25/2013,09:00:00 em,13.076,1184.00
748,6/25/2013,09:30:00 em,12.98,839.6
749,6/25/2013,10:00:00 em,12.883,721.2
750,6/25/2013,10:30:00 em,12.69,312.2
751,6/25/2013,11:00:00 em,12.497,161.5
752,6/25/2013,11:30:00 em,12.401,53.8
753,6/26/2013,12:00:00 fm,12.207,32.3
754,6/26/2013,12:30:00 fm,12.013,10.8
755,6/26/2013,01:00:00 fm,11.819,10.8
756,6/26/2013,01:30:00 fm,11.625,21.5
757,6/26/2013,02:00:00 fm,11.431,43.1
758,6/26/2013,02:30:00 fm,11.236,96.9
759,6/26/2013,03:00:00 fm,11.139,247.6
760,6/26/2013,03:30:00 fm,11.041,538.2
761,6/26/2013,04:00:00 fm,11.041,796.5
762,6/26/2013,04:30:00 fm,10.944,1227.10
763,6/26/2013,05:00:00 fm,10.944,1087.20
764,6/26/2013,05:30:00 fm,10.944,1722.20
765,6/26/2013,06:00:00 fm,10.944,2411.10
766,6/26/2013,06:30:00 fm,10.944,1722.20
767,6/26/2013,07:00:00 fm,10.944,2583.40
768,6/26/2013,07:30:00 fm,11.041,2669.50
769,6/26/2013,08:00:00 fm,11.139,4305.60
770,6/26/2013,08:30:00 fm,11.236,5166.70
771,6/26/2013,09:00:00 fm,11.528,8266.70
772,6/26/2013,09:30:00 fm,11.916,9644.50
773,6/26/2013,10:00:00 fm,12.11,7577.80
774,6/26/2013,10:30:00 fm,12.207,8266.70
775,6/26/2013,11:00:00 fm,12.304,6200.00
776,6/26/2013,11:30:00 fm,12.401,7233.40
777,6/26/2013,12:00:00 em,12.401,7233.40
778,6/26/2013,12:30:00 em,12.594,8266.70
779,6/26/2013,01:00:00 em,12.69,6200.00
780,6/26/2013,01:30:00 em,12.594,3961.10
781,6/26/2013,02:00:00 em,12.497,2583.40
782,6/26/2013,02:30:00 em,12.401,2669.50
783,6/26/2013,03:00:00 em,12.304,1722.20
784,6/26/2013,03:30:00 em,12.304,3616.70
785,6/26/2013,04:00:00 em,12.304,979.5
786,6/26/2013,04:30:00 em,12.207,2325.00
787,6/26/2013,05:00:00 em,12.207,1011.80
788,6/26/2013,05:30:00 em,12.11,1270.10
789,6/26/2013,06:00:00 em,12.013,958
790,6/26/2013,06:30:00 em,12.013,785.8
791,6/26/2013,07:00:00 em,11.916,807.3
792,6/26/2013,07:30:00 em,11.916,1151.70
793,6/26/2013,08:00:00 em,11.819,505.9
794,6/26/2013,08:30:00 em,11.819,452.1
795,6/26/2013,09:00:00 em,11.722,333.7
796,6/26/2013,09:30:00 em,11.722,86.1
797,6/26/2013,10:00:00 em,11.625,107.6
798,6/26/2013,10:30:00 em,11.528,53.8
799,6/26/2013,11:00:00 em,11.528,107.6
800,6/26/2013,11:30:00 em,11.431,0
801,6/27/2013,12:00:00 fm,11.334,0
802,6/27/2013,12:30:00 fm,11.334,0
803,6/27/2013,01:00:00 fm,11.236,0
804,6/27/2013,01:30:00 fm,11.236,0
805,6/27/2013,02:00:00 fm,11.139,0
806,6/27/2013,02:30:00 fm,11.139,0
807,6/27/2013,03:00:00 fm,11.041,43.1
808,6/27/2013,03:30:00 fm,10.944,96.9
809,6/27/2013,04:00:00 fm,10.846,139.9
810,6/27/2013,04:30:00 fm,10.846,1076.40
811,6/27/2013,05:00:00 fm,10.846,968.8
812,6/27/2013,05:30:00 fm,10.846,1377.80
813,6/27/2013,06:00:00 fm,10.846,1808.30
814,6/27/2013,06:30:00 fm,10.846,721.2
815,6/27/2013,07:00:00 fm,10.846,2152.80
816,6/27/2013,07:30:00 fm,10.944,581.3
817,6/27/2013,08:00:00 fm,10.846,1356.30
818,6/27/2013,08:30:00 fm,10.846,1345.50
819,6/27/2013,09:00:00 fm,10.944,2238.90
820,6/27/2013,09:30:00 fm,10.846,1065.60
821,6/27/2013,10:00:00 fm,10.846,2152.80
822,6/27/2013,10:30:00 fm,11.041,5166.70
823,6/27/2013,11:00:00 fm,11.139,2325.00
824,6/27/2013,11:30:00 fm,11.041,1980.60
825,6/27/2013,12:00:00 em,11.139,2152.80
826,6/27/2013,12:30:00 em,11.139,1324.00
827,6/27/2013,01:00:00 em,11.139,1377.80
828,6/27/2013,01:30:00 em,11.139,1980.60
829,6/27/2013,02:00:00 em,11.139,2927.80
830,6/27/2013,02:30:00 em,11.236,1345.50
831,6/27/2013,03:00:00 em,11.139,1280.90
832,6/27/2013,03:30:00 em,11.236,2583.40
833,6/27/2013,04:00:00 em,11.334,3444.50
834,6/27/2013,04:30:00 em,11.431,3444.50
835,6/27/2013,05:00:00 em,11.431,2152.80
836,6/27/2013,05:30:00 em,11.431,2238.90
837,6/27/2013,06:00:00 em,11.431,1636.10
838,6/27/2013,06:30:00 em,11.431,1054.90
839,6/27/2013,07:00:00 em,11.334,1044.10
840,6/27/2013,07:30:00 em,11.334,549
841,6/27/2013,08:00:00 em,11.334,355.2
842,6/27/2013,08:30:00 em,11.236,247.6
843,6/27/2013,09:00:00 em,11.139,150.7
844,6/27/2013,09:30:00 em,11.139,96.9
845,6/27/2013,10:00:00 em,11.041,75.3
846,6/27/2013,10:30:00 em,11.041,21.5
847,6/27/2013,11:00:00 em,10.944,0
848,6/27/2013,11:30:00 em,10.944,0
849,6/28/2013,12:00:00 fm,10.846,0
850,6/28/2013,12:30:00 fm,10.748,0
851,6/28/2013,01:00:00 fm,10.748,0
852,6/28/2013,01:30:00 fm,10.651,0
853,6/28/2013,02:00:00 fm,10.651,0
854,6/28/2013,02:30:00 fm,10.553,0
855,6/28/2013,03:00:00 fm,10.553,10.8
856,6/28/2013,03:30:00 fm,10.553,64.6
857,6/28/2013,04:00:00 fm,10.455,301.4
858,6/28/2013,04:30:00 fm,10.455,226
859,6/28/2013,05:00:00 fm,10.357,269.1
860,6/28/2013,05:30:00 fm,10.357,430.6
861,6/28/2013,06:00:00 fm,10.357,731.9
862,6/28/2013,06:30:00 fm,10.357,1377.80
863,6/28/2013,07:00:00 fm,10.455,1205.60
864,6/28/2013,07:30:00 fm,10.455,1722.20
865,6/28/2013,08:00:00 fm,10.553,1550.00
866,6/28/2013,08:30:00 fm,10.553,1291.70
867,6/28/2013,09:00:00 fm,10.553,2238.90
868,6/28/2013,09:30:00 fm,10.651,2152.80
869,6/28/2013,10:00:00 fm,10.748,1463.90
870,6/28/2013,10:30:00 fm,10.748,2325.00
871,6/28/2013,11:00:00 fm,10.846,1377.80
872,6/28/2013,11:30:00 fm,10.846,1463.90
873,6/28/2013,12:00:00 em,10.944,3100.00
874,6/28/2013,12:30:00 em,10.944,1356.30
875,6/28/2013,01:00:00 em,11.041,2066.70
876,6/28/2013,01:30:00 em,11.139,4133.40
877,6/28/2013,02:00:00 em,11.431,4477.80
878,6/28/2013,02:30:00 em,11.528,5166.70
879,6/28/2013,03:00:00 em,11.625,8266.70
880,6/28/2013,03:30:00 em,11.722,6200.00
881,6/28/2013,04:00:00 em,11.916,3961.10
882,6/28/2013,04:30:00 em,12.013,5166.70
883,6/28/2013,05:00:00 em,12.207,6544.50
884,6/28/2013,05:30:00 em,12.207,4477.80
885,6/28/2013,06:00:00 em,12.304,5166.70
886,6/28/2013,06:30:00 em,12.304,2325.00
887,6/28/2013,07:00:00 em,12.304,4477.80
888,6/28/2013,07:30:00 em,12.207,2497.20
889,6/28/2013,08:00:00 em,12.207,1722.20
890,6/28/2013,08:30:00 em,12.11,1237.90
891,6/28/2013,09:00:00 em,12.013,958
892,6/28/2013,09:30:00 em,11.916,667.4
893,6/28/2013,10:00:00 em,11.819,279.9
894,6/28/2013,10:30:00 em,11.625,236.8
895,6/28/2013,11:00:00 em,11.528,86.1
896,6/28/2013,11:30:00 em,11.334,43.1
897,6/29/2013,12:00:00 fm,11.236,10.8
898,6/29/2013,12:30:00 fm,11.139,0
899,6/29/2013,01:00:00 fm,11.041,0
900,6/29/2013,01:30:00 fm,10.944,0
901,6/29/2013,02:00:00 fm,10.846,21.5
902,6/29/2013,02:30:00 fm,10.846,10.8
903,6/29/2013,03:00:00 fm,10.748,53.8
904,6/29/2013,03:30:00 fm,10.651,193.8
905,6/29/2013,04:00:00 fm,10.553,279.9
906,6/29/2013,04:30:00 fm,10.455,559.7
907,6/29/2013,05:00:00 fm,10.455,731.9
908,6/29/2013,05:30:00 fm,10.455,1216.30
909,6/29/2013,06:00:00 fm,10.455,1463.90
910,6/29/2013,06:30:00 fm,10.455,2238.90
911,6/29/2013,07:00:00 fm,10.455,2755.60
912,6/29/2013,07:30:00 fm,10.553,2755.60
913,6/29/2013,08:00:00 fm,10.553,2755.60
914,6/29/2013,08:30:00 fm,10.553,1980.60
915,6/29/2013,09:00:00 fm,10.651,2497.20
916,6/29/2013,09:30:00 fm,10.748,4133.40
917,6/29/2013,10:00:00 fm,11.041,7577.80
918,6/29/2013,10:30:00 fm,11.236,6544.50
919,6/29/2013,11:00:00 fm,11.431,8611.20
920,6/29/2013,11:30:00 fm,11.528,6200.00
921,6/29/2013,12:00:00 em,11.819,9644.50
922,6/29/2013,12:30:00 em,11.916,6200.00
923,6/29/2013,01:00:00 em,11.819,2583.40
924,6/29/2013,01:30:00 em,11.916,6544.50
925,6/29/2013,02:00:00 em,12.013,4133.40
926,6/29/2013,02:30:00 em,12.11,5511.10
927,6/29/2013,03:00:00 em,12.11,4133.40
928,6/29/2013,03:30:00 em,12.207,7233.40
929,6/29/2013,04:00:00 em,12.401,6200.00
930,6/29/2013,04:30:00 em,12.401,5166.70
931,6/29/2013,05:00:00 em,12.207,1001.00
932,6/29/2013,05:30:00 em,12.013,1980.60
933,6/29/2013,06:00:00 em,12.11,1894.50
934,6/29/2013,06:30:00 em,12.013,839.6
935,6/29/2013,07:00:00 em,11.916,2152.80
936,6/29/2013,07:30:00 em,11.819,688.9
937,6/29/2013,08:00:00 em,11.819,1011.80
938,6/29/2013,08:30:00 em,11.722,505.9
939,6/29/2013,09:00:00 em,11.625,581.3
940,6/29/2013,09:30:00 em,11.528,150.7
941,6/29/2013,10:00:00 em,11.431,312.2
942,6/29/2013,10:30:00 em,11.334,43.1
943,6/29/2013,11:00:00 em,11.236,0
944,6/29/2013,11:30:00 em,11.236,0
945,6/30/2013,12:00:00 fm,11.139,0
946,6/30/2013,12:30:00 fm,11.041,0
947,6/30/2013,01:00:00 fm,11.041,0
948,6/30/2013,01:30:00 fm,10.944,0
949,6/30/2013,02:00:00 fm,10.846,0
950,6/30/2013,02:30:00 fm,10.846,0
951,6/30/2013,03:00:00 fm,10.748,0
952,6/30/2013,03:30:00 fm,10.748,53.8
953,6/30/2013,04:00:00 fm,10.651,172.2
954,6/30/2013,04:30:00 fm,10.651,193.8
955,6/30/2013,05:00:00 fm,10.553,172.2
956,6/30/2013,05:30:00 fm,10.553,279.9
957,6/30/2013,06:00:00 fm,10.553,236.8
958,6/30/2013,06:30:00 fm,10.553,1194.80
959,6/30/2013,07:00:00 fm,10.553,2238.90
960,6/30/2013,07:30:00 fm,10.651,3444.50
961,6/30/2013,08:00:00 fm,10.748,4650.00
962,6/30/2013,08:30:00 fm,10.846,3100.00
963,6/30/2013,09:00:00 fm,10.944,4305.60
964,6/30/2013,09:30:00 fm,11.139,4822.30
965,6/30/2013,10:00:00 fm,11.334,5166.70
966,6/30/2013,10:30:00 fm,11.334,4650.00
967,6/30/2013,11:00:00 fm,11.431,5166.70
968,6/30/2013,11:30:00 fm,11.528,4994.50
969,6/30/2013,12:00:00 em,11.625,5166.70
970,6/30/2013,12:30:00 em,11.722,9644.50
971,6/30/2013,01:00:00 em,12.497,14466.80
972,6/30/2013,01:30:00 em,12.787,10333.40
973,6/30/2013,02:00:00 em,12.883,4477.80
974,6/30/2013,02:30:00 em,12.594,4822.30
975,6/30/2013,03:00:00 em,12.98,5338.90
976,6/30/2013,03:30:00 em,12.98,8266.70
977,6/30/2013,04:00:00 em,13.173,9644.50
978,6/30/2013,04:30:00 em,13.365,7577.80
979,6/30/2013,05:00:00 em,13.269,3788.90
980,6/30/2013,05:30:00 em,13.365,4822.30
981,6/30/2013,06:00:00 em,13.365,5166.70
982,6/30/2013,06:30:00 em,13.461,5166.70
983,6/30/2013,07:00:00 em,13.558,4994.50
984,6/30/2013,07:30:00 em,13.365,3100.00
985,6/30/2013,08:00:00 em,13.269,2325.00
986,6/30/2013,08:30:00 em,13.173,1377.80
987,6/30/2013,09:00:00 em,13.076,462.9
988,6/30/2013,09:30:00 em,12.883,301.4
989,6/30/2013,10:00:00 em,12.787,290.6
990,6/30/2013,10:30:00 em,12.69,215.3
